"id","학년","이수구분","학수번호_수업번호","교과목명","교강사","학점","시간","강의실","강의평","요일","시작교시","종료교시"
226,"미정","전공선택","CUL1171-15110-","고급영어토론:협상의기술","Brian A. Wildeboer",3,"화(13:00-14:30),목(13:00-14:30)","","없음","목",5,6
227,"미정","전공선택","CUL1174-15113-","사회혁신을위한미디어의이해","이동형",3,"월(09:00-10:30),월(10:30-12:00)","","없음","월",2,4
228,"미정","전공선택","CUL1176-15115-","패션리테일4.0시대옴니채널마케팅","김정희",3,"목(13:00-14:30),목(14:30-16:00)","","없음","목",6,8
229,"미정","전공선택","CUL1179-15117-","빅뱅에서인간까지","김항배",2,"화(15:00-17:00)","","없음","화",7,9
230,"미정","전공선택","CUL1182-15119-","디지털플랫폼과경제및사회적이슈","박태영",3,"금(13:00-14:00),금(14:00-16:00)","","없음","금",6,8
231,"미정","전공선택","CUL1183-15120-","트랜스미디어디자이닝솔루션","Tammy Ko Robinson",3,"목(09:00-10:30),목(10:30-12:00)","","없음","목",2,4
232,"미정","전공선택","CUL1184-15121-","AR/VR가상공간인터렉티브콘텐츠개발랩","고동욱",3,"월(11:00-12:00),월(12:00-14:00)","","없음","월",4,6
233,"미정","전공선택","CUL1186-15123-","문학과예술이론의아포리아에대한동서양의대화","이도흠",3,"시간미지정강좌,시간미지정강좌","","없음",,,
234,"미정","전공선택","CUL1198-15132-","인공지능기술기반에너지관리시스템의이해","이동규",3,"금(09:00-11:00),금(11:00-13:00)","","없음","금",3,5
235,"미정","전공선택","CUL1200-15133-","20세기일본과21세기중국","박순석",3,"수(13:00-14:30),수(14:30-16:00)","","없음","수",6,8
236,"미정","전공선택","CUL1204-15137-","학문적영어읽기:이해와해석","이광희",3,"화(16:00-17:30),화(17:30-19:00)","","없음","화",9,10
237,"미정","전공선택","CUL1210-15142-","소통과갈등의이해","박혜연",2,"수(11:00-13:00)","","없음","수",3,5
238,"미정","전공선택","CUL1211-15143-","우리말어원의세계","정종수",3,"수(09:00-11:00),수(11:00-12:00)","","없음","수",3,4
239,"미정","전공선택","CUL1212-15144-","MBTI유형에따른대화전략","정종수",3,"목(09:00-11:00),목(11:00-12:00)","","없음","목",3,4
240,"미정","전공선택","CUL1213-15145-","직장인을위한프레젠테이션","정종수",3,"수(13:00-15:00),수(15:00-16:00)","","없음","수",7,8
241,"미정","전공선택","CUL1215-15147-","21세기뮤지컬과미래예술","김준희",3,"월(15:00-16:30),월(16:30-18:00)","","없음","월",8,10
242,"미정","전공선택","CUL1221-15152-","Fact versus Fiction: Media Literacy and Detecting Fake News","Caroline Sommerville Ward",3,"화(14:30-16:00),목(16:00-17:30)","","없음","목",8,9
243,"미정","전공선택","CUL1224-15155-","과학의탈국가화","정혜경",3,"목(13:00-14:30),목(14:30-16:00)","","없음","목",6,8
244,"미정","전공선택","CUL1232-15163-","질병과장애,고통의음악학","계희승",2,"월(13:00-15:00)","","없음","월",5,7
245,"미정","전공선택","CUL1233-15164-","로봇시대의논쟁","이채리",3,"금(09:00-10:30),금(10:30-12:00)","","없음","금",2,4
246,"미정","전공선택","CUL2016-15168-","관광과지리","장민희",2,"목(09:00-11:00)","","없음","목",1,3
247,"미정","전공선택","CUL2022-15170-","말과현대생활","이윤희",2,"목(11:00-13:00)","","없음","목",3,5
248,"미정","전공선택","CUL2025-15171-","가족문제","안윤영",2,"수(11:00-13:00)","","없음","수",3,5
249,"미정","전공선택","CUL2075-15174-","지진과생활","이승규",2,"수(11:00-13:00)","","없음","수",3,5
250,"미정","전공선택","CUL3011-15175-","일반물리학및실험1","이명재",4,"수(11:00-13:00),금(15:00-17:00)","","없음","금",7,9
251,"미정","전공선택","CUL3012-15176-","일반물리학및실험2","조진호",3,"수(15:00-17:00),금(13:00-15:00)","","없음","금",5,7
252,"미정","전공선택","CUL3036-15177-","스크린영어","서지윤",3,"화(16:00-17:30),화(17:30-19:00)","","없음","화",9,10
253,"미정","전공선택","CUL3084-15178-","영.미문화와영화","김윤정",3,"수(16:00-17:30),수(17:30-19:00)","","없음","수",9,10
254,"미정","전공선택","CUL3102-15180-","The Language of Cinema","Hugh Newton",2,"금(11:00-13:00)","","없음","금",3,5
255,"미정","전공선택","CUL4077-15181-","발달과부모교육","안윤영",2,"수(09:00-11:00)","","없음","수",1,3
256,"미정","전공선택","CUL5001-15185-","주거학개론","박다연",2,"화(09:00-11:00)","","없음","화",1,3
257,"미정","전공선택","CUL5018-15187-","라틴아메리카문화와예술","정동희",3,"금(09:00-10:30),금(10:30-12:00)","","없음","금",2,4
258,"미정","전공선택","CUL5042-15188-","필수비즈니스한자","윤국화",2,"월(11:00-13:00)","","없음","월",3,5
259,"미정","전공선택","CUL5043-15189-","재미있는한자세계","김진희",2,"금(13:00-15:00)","","없음","금",5,7
260,"미정","전공선택","CUL5066-15191-","고전음악의이해","김경화",2,"목(13:00-15:00)","","없음","목",5,7
261,"미정","전공선택","CUL6017-15195-","외국인을위한한국의역사와문화","주혁",2,"화(13:00-15:00)","","없음","화",5,7
262,"미정","전공선택","CUL6025-15196-","생명공학의이해","김백호",2,"화(13:00-15:00)","","없음","화",5,7
263,"미정","전공선택","CUL6031-15198-","세상으로걸어간과학기술자들","김호연",3,"월(13:00-15:00)","","없음","월",5,7
264,"미정","전공선택","CUL6048-15199-","식생활과안전","엄애선",2,"화(11:00-13:00)","","없음","화",3,5
265,"미정","전공선택","CUL6069-15200-","CEO세미나(혁신과변화)","김종식",2,"화(15:00-17:00)","","없음","화",7,9
266,"미정","전공선택","CUL6077-15201-","상상력을자극하는한자교실","박수밀",2,"화(13:00-15:00)","","없음","화",5,7
267,"미정","전공선택","CUL6079-15203-","분석과비판","민찬홍",2,"목(09:00-11:00)","","없음","목",1,3
268,"미정","전공선택","CUL6086-15204-","인간과음악적상상력","정경영",2,"월(15:00-17:00)","","없음","월",7,9
269,"미정","전공선택","CUL6100-15209-","Capturing the Essence of Outliers: Exploring the Minds of Innovative Leaders","Stacey Eujung Choi",3,"월(13:00-14:30),목(10:30-12:00)","","없음","목",2,4
270,"미정","전공선택","CUL6101-15210-","Globalisation, Ethics and International Development","Michael William Brandon",3,"화(14:30-16:00),금(14:30-16:00)","","없음","금",6,8
271,"미정","전공선택","CUL6102-15211-","Reading in Science Fiction","Luke Oliver Allum",3,"수(13:00-14:30),금(14:30-16:00)","","없음","금",6,8
272,"미정","전공선택","CUL6104-15212-","수사학으로읽는미디어와대중문화","이은실",3,"수(13:00-14:30),수(14:30-16:00)","","없음","수",6,8
273,"미정","전공선택","CUL6107-15213-","영성과음악","이천진",2,"수(15:00-17:00)","","없음","수",7,9
274,"미정","전공선택","CUL7011-15216-","문화비즈니스와리더십","김현주",2,"수(13:00-15:00)","","없음","수",5,7
275,"미정","전공선택","CUL7016-15217-","영화의역사","김윤지",2,"화(13:00-15:00)","","없음","화",5,7
276,"미정","전공선택","CUL7106-15229-","글로벌지속가능소비와시장","언초",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
277,"미정","전공선택","CUL7107-15230-","일의세계와노동법","고수현",3,"수(15:00-16:30),수(16:30-18:00)","","없음","수",8,10
278,"미정","전공선택","CUL7110-15232-","블랜디드온스테이지-뮤지컬제작프로젝트","송용진",3,"금(15:00-18:00)","","없음","금",7,10
279,"미정","전공선택","CUL7114-15235-","글로벌지속가능성마케팅","김지수",3,"목(16:00-17:00),목(17:00-19:00)","","없음","목",9,10
280,"미정","전공선택","EDU1009-15248-","국제교육실습","김선아",2,"시간미지정강좌","","없음",,,
281,"미정","전공선택","EDU2055-15251-","정신건강과적응","이경호",2,"수(15:00-17:00)","","없음","수",7,9
282,"미정","전공선택","EDU3080-15261-","학교폭력예방및학생의이해","조영상",2,"목(13:00-15:00)","","없음","목",5,7
283,"미정","전공선택","EDU4003-15262-","교육실습","김선아",2,"시간미지정강좌","","없음",,,
284,"미정","전공선택","FUT1008-15274-","인문대생을위한창의적프로그래밍","최승호",3,"월(16:00-19:00)","","없음","월",8,10
285,"미정","전공선택","CUL4030-15877-","교양농구1","정재훈",2,"월(11:00-13:00)","","없음","월",3,5
286,"미정","전공선택","CUL4030-15878-","교양농구1","정재훈",2,"월(15:00-17:00)","","없음","월",7,9
287,"미정","전공선택","CUL5036-15879-","교양배드민턴","맹이섭",2,"월(13:00-15:00)","","없음","월",5,7
288,"미정","전공선택","CUL5036-15880-","교양배드민턴","김만근",2,"금(13:00-15:00)","","없음","금",5,7
289,"미정","전공선택","CUL0203-15761-","AI시대쓰기의힘","만다",2,"월(15:00-17:00)","","없음","월",7,9
290,"미정","전공선택","CUL0203-15762-","AI시대쓰기의힘","만다",2,"화(13:00-15:00)","","없음","화",5,7
291,"미정","전공선택","CUL0203-15763-","AI시대쓰기의힘","조양",2,"화(09:00-11:00)","","없음","화",1,3
292,"미정","전공선택","CUL0204-15764-","통합사고와읽기의기술","김치성",2,"목(15:00-17:00)","","없음","목",7,9
293,"미정","전공선택","CUL6056-15881-","교양웨이트트레이닝","유현기",2,"화(09:00-11:00)","","없음","화",1,3
294,"미정","전공선택","CUL6056-15882-","교양웨이트트레이닝","조아라",2,"화(11:00-13:00)","","없음","화",3,5
295,"미정","전공선택","CUL6056-15883-","교양웨이트트레이닝","조아라",2,"화(15:00-17:00)","","없음","화",7,9
296,"미정","전공선택","CUL6056-15884-","교양웨이트트레이닝","박종진",2,"목(09:00-11:00)","","없음","목",1,3
297,"미정","전공선택","CUL6056-15885-","교양웨이트트레이닝","강성훈",2,"목(11:00-13:00)","","없음","목",3,5
298,"미정","전공선택","CUL6056-15886-","교양웨이트트레이닝","강성훈",2,"목(13:00-15:00)","","없음","목",5,7
299,"미정","전공선택","CUL4028-15887-","교양축구1","최정호",2,"목(09:00-11:00)","","없음","목",1,3
300,"미정","전공선택","CUL4028-15888-","교양축구1","최정호",2,"목(13:00-15:00)","","없음","목",5,7
301,"미정","전공선택","CUL4036-15889-","교양탁구1","아미르 카만디",2,"화(09:00-11:00)","","없음","화",1,3
302,"미정","전공선택","CUL4036-15890-","교양탁구1","아미르 카만디",2,"화(11:00-13:00)","","없음","화",3,5
303,"미정","전공선택","CUL4034-15891-","교양테니스1","김종희",2,"화(15:00-17:00)","","없음","화",7,9
304,"미정","전공선택","CUL4034-15892-","교양테니스1","김종희",2,"목(15:00-17:00)","","없음","목",7,9
305,"미정","전공선택","CUL1202-15894-","뉴스포츠","유현기",2,"수(09:00-11:00)","","없음","수",1,3
306,"미정","전공선택","CUL1202-15895-","뉴스포츠","유현기",2,"수(11:00-13:00)","","없음","수",3,5
307,"미정","전공선택","CUL1166-15896-","버추얼피트니스산업디자인","김성민",3,"수(15:00-16:00),수(16:00-18:00)","","없음","수",8,10
308,"미정","전공선택","CUL5013-15898-","요가","최현주",2,"월(11:00-13:00)","","없음","월",3,5
309,"미정","전공선택","CUL5013-15899-","요가","최현주",2,"월(13:00-15:00)","","없음","월",5,7
310,"미정","전공선택","GEN6032-15735-","전문학술영어","Kimberley Jean Blount",3,"화(10:30-12:00),금(10:30-12:00)","","없음","금",2,4
311,"미정","전공선택","GEN6032-15736-","전문학술영어","Younghwa Choi-Hong",3,"화(14:30-16:00),금(13:00-14:30)","","없음","금",5,6
312,"미정","전공선택","CLS1015-15777-","사회클래식:자서전의힘","김현주",3,"수(15:00-17:00)","","없음","수",7,9
313,"미정","전공선택","GEN5010-15826-","지적재산법","김병일",3,"수(15:00-16:30),수(16:30-18:00)","","없음","수",8,10
314,"미정","전공선택","CUL6037-15776-","과학기술학의새로운지평","김성희",3,"금(16:00-17:30),금(17:30-19:00)","","없음","금",9,10
315,"미정","전공선택","GEN4091-15805-","과학기술의철학적이해","이채리",3,"화(10:30-12:00)","","없음","화",2,4
316,"미정","전공선택","GEN4091-15806-","과학기술의철학적이해","박민아",3,"화(10:30-12:00)","","없음","화",2,4
317,"미정","전공선택","GEN4091-15807-","과학기술의철학적이해","남영",3,"목(09:00-10:30)","","없음","목",1,2
318,"미정","전공선택","GEN4091-15808-","과학기술의철학적이해","남영",3,"목(10:30-12:00)","","없음","목",2,4
319,"미정","전공선택","CLS1008-15838-","인문클래식BL:언어의비밀","전은진",3,"화(15:00-17:00)","","없음","화",7,9
320,"미정","전공선택","FUT2003-15277-","디지털게임과현대사회","김은정",3,"화(09:00-11:00),화(11:00-12:00)","","없음","화",3,4
321,"미정","전공선택","FUT2007-15281-","테크노사이언스가만드는세상","박민아",3,"월(13:00-14:30),월(14:30-16:00)","","없음","월",6,8
322,"미정","전공선택","FUT2009-15283-","네트워크사회를위한미래인문학","오경준",3,"금(13:00-14:30),금(14:30-16:00)","","없음","금",6,8
323,"미정","전공선택","FUT2011-15285-","사회적상상력을여는소통과혁신의수사학","조명희",3,"금(09:00-10:30),금(10:30-12:00)","","없음","금",2,4
324,"미정","전공선택","CUL6092-15846-","20대의논어읽기","서신혜",3,"월(13:00-15:00),시간미지정강좌","","없음",,,
325,"미정","전공선택","CUL6092-15847-","20대의논어읽기","서신혜",3,"목(11:00-13:00),시간미지정강좌","","없음",,,
326,"미정","전공선택","CUL7047-15848-","옛소설과현대와의대화","서신혜",3,"월(15:00-17:00)","","없음","월",7,9
327,"미정","전공선택","CUL7047-15849-","옛소설과현대와의대화","서신혜",3,"목(13:00-15:00)","","없음","목",5,7
328,"미정","전공선택","GEN7025-15758-","멀티미디어영작문","Ian Gareth Robert Jones",2,"목(11:00-13:00)","","없음","목",3,5
